word|transliteration|meaning|sentences
連れてくる|つれてくる|to bring (a person)|息子が友達を連れてきました。<br><br>今日、娘が初めて家に彼氏を連れてくる。
方|かた|person (polite form)|次の方、どうぞ。<br><br>質問のある方はどうぞ。
零|れい|zero|今ちょうど零時です。<br><br>日本語のテストで零点を取った。
雲|くも|"""<font color=""""#8e8e93"""">cloud</font>"""|今日は雲が多い。<br><br>あの雲は鳥みたいだ。
空|そら|"""<span style=""""color: rgb(14, 130, 255);"""">sky</span>"""|空の写真を撮るのが好きです。<br><br>東の空が暗いです。
人気|にんき|"""<span style=""""color: rgb(14, 130, 255);"""">popularity, popular</span>"""|このバンドはとても人気があるよ。<br><br>あの店は若い人たちに人気です。
兄さん|にいさん|(one's own) older brother (polite)|兄さん、おめでとう。<br><br>兄さん、友達から電話だよ。
姉さん|ねえさん|(one's own) older sister (polite)|姉さん、ごめんね。<br><br>今日は姉さんが朝ごはんを作った。
平成|へいせい|"""Heisei era <font color=""""#8e8e93"""">(1989-2019)</font>"""|彼女は平成3年生まれです。<br><br>平成は1989年1月8日に始まった。
毎月|まいつき|every month|私は毎月貯金をしています。<br><br>私は毎月出張があります。
半日|はんにち|half a day|今日は半日だけ仕事だ。<br><br>パソコンを直すのに半日かかりました。
半月|はんつき|half a month|半月前に日本に来ました。<br><br>私のお祖母ちゃんは半月に一度お医者さんに行きます。
なるほど|なるほど|I see, now I understand|なるほど、よく分かりました。<br><br>なるほど、これなら簡単です。
つまり|つまり|in short; in other words|つまり、あなたは何も知らないのですね。<br><br>つまり、あなたは今の仕事が好きじゃないんですね。
そのまま|そのまま|as it is, just like that|そのままお待ちください。<br><br>これはそのまま食べられます。
はっきり|はっきり|clearly|今日は山がはっきり見える。<br><br>あの人はいつも自分の意見をはっきり言う。
大変|たいへん|"""<div><span style=""""color: rgb(255, 0, 255);"""">very</span>&nbsp;<span style=""""color: rgb(255, 0, 255);"""">(adverb),</span></div><span style=""""caret-color: rgb(175, 82, 222); color: rgb(175, 82, 222);"""">serious,&nbsp;</span>terrible, difficult<br><span style=""""color: rgb(102, 102, 102);"""">(な adj/noun)</span>"""|大変なことが起こりました。<br><br>毎日勉強が大変です。
簡単|かんたん|"""<font color=""""#34c759"""">simple, easy </font><font color=""""#8e8e93"""">(な adj/noun)</font>"""|この料理はとても簡単です。<br><br>このゲームのルールは簡単です。
似ている|にている|"""<font color=""""#007aff"""">to look like, resemble</font>"""|私は母に似ています。<br><br>彼はお兄さんによく似ている。
驚く|おどろく|"""to be surprised, be startled <font color=""""#8e8e93"""">(no direct object)</font>"""|彼は血を見て驚いた。<br><br>風の強さに驚きました。
嫌|いや|"""dislike, don't like <font color=""""#8e8e93"""">(な adj/noun)</font>"""|私は待つのが嫌だ。<br><br>彼は嫌な男だ。
喧嘩|けんか|fight, argument|喧嘩はやめて。<br><br>妹とひどい喧嘩をした。
遅れる|おくれる|to be late|今朝彼女は学校に遅れました。<br><br>飛行機が1時間以上遅れた。
にんじん|にんじん|"""<font color=""""#ff9500"""">carrot</font>"""|私はにんじんが嫌いだ。<br><br>スーパーマーケットでにんじんを買った。
ジャガイモ|じゃがいも|"""<font color=""""#ff9500"""">potato</font>"""|ポテトサラダを作るから、ジャガイモを買ってきて。<br><br>私はカレーにジャガイモを入れません。
ナス|なす|eggplant 🍆|夕飯にナスの天ぷらを食べました。<br><br>私はナスとひき肉のカレーが大好きだ。
やかん|やかん|kettle|やかんでお湯を沸かしました。<br><br>やかんに水を入れてください。
話し合う|はなしあう|to discuss, talk together<br>|私たちはよく話し合いました。<br><br>今日はこれらの問題について話し合います。
残す|のこす|"""to leave, leave behind <span style=""""color: rgb(59, 59, 59);"""">(direct object を)</span>"""|彼女はメッセージを残しました。<br><br>彼は家族を残してアメリカに行った。
ごちそうする|ごちそうする|"""to treat, host<span style=""""color: rgb(102, 102, 102);""""> (someone to a meal)</span>"""|今日の夕食は私がごちそうします。<br><br>友達が昼ご飯をごちそうしてくれた。
合う|あう|"""<font color=""""#af52de"""">to fit, match</font>"""|この靴は私の足に合っている。<br><br>焼き鳥はビールに合うな。
当たる|あたる|"""<span style=""""color: rgb(255, 0, 0);"""">to hit, strike,</span> <span style=""""color: rgb(14, 130, 255);"""">win&nbsp;</span><span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|ボールが彼の頭に当たった。<br><br>後ろの人のかばんが私の足に当たっている。
集まる|あつまる|"""to gather, be collected <font color=""""#8e8e93"""">(no direct object が)</font>"""|駅前に人が集まっています。<br><br>先生の周りに集まってください。
場所|ばしょ|"""<span style=""""color: rgb(14, 130, 255);"""">space, place</span>"""|会社の場所を教えてください。<br><br>ピクニックにいい場所を知っていますか。
海|うみ|"""<font color=""""#007aff"""">sea, ocean</font>"""|海は広くて大きい。<br><br>ここの海はとても青い。
少年|しょうねん|"""boy <span style=""""color: rgb(102, 102, 102);"""">(between 7 and 18 years old)<br>(formal)</span>"""|少年たちがサッカーをしている。<br><br>私はあの少年たちを助けたい。
孫|まご|grandchild|昨日、孫が生まれました。<br><br>彼には孫が8人いる。
生徒|せいと|pupil, student|このクラスの生徒は30人です。<br><br>この学校では一人一人の生徒を大切にしています。
高校|こうこう|high school (for short)|妹は高校に通っています。<br><br>彼は高校教師だ。
年上|としうえ|older, senior|彼は私より年上です。<br><br>彼は年上の女の人が好きだ。
卒業|そつぎょう|"""<span style=""""color: rgb(14, 130, 255);"""">graduation</span>"""|私は去年、大学を卒業した。<br><br>姉は大学を卒業して、アメリカで働いています。
運動|うんどう|exercise, movement|彼はもっと運動した方がいい。<br><br>私はもっと運動が必要だ。
選手|せんしゅ|athlete, (sports) player|彼はプロのサッカー選手だ。<br><br>彼らはバスケットの選手です。
映画|えいが|movie|彼はよく映画を見ます。<br><br>仕事のあと、映画を見た。
英語|えいご|English|あなたは英語が話せますか。<br><br>彼はかなり英語が上手です。
手紙|てがみ|letter|友人から手紙をもらいました。<br><br>彼に手紙を書きました。
動物|どうぶつ|animal|私は動物が大好きです。<br><br>私はアフリカで動物をたくさん見ました。
音|おと|"""<font color=""""#007aff"""">sound, noise</font>"""|雨の音が聞こえる。<br><br>大きな音にびっくりしました。
海外|かいがい|"""<span style=""""color: rgb(30, 152, 161);"""">overseas, abroad</span>"""|彼は海外での生活が長いです。<br><br>私は毎年、海外旅行に行きます。
外国人|がいこくじん|foreigner|日本に住む外国人が増えています。<br><br>私はシェアハウスで外国人と住んでいます。
帰国|きこく|return to one's country|彼は帰国しました。<br><br>帰国することに決めました。
彼ら|かれら|"""they <span style=""""color: rgb(102, 102, 102);"""">(group of males or mixed gender)</span>"""|彼らはバスケットの選手です。<br><br>彼らはよくテニスをしています。
機械|きかい|machine|新しい機械が壊れた。<br><br>この機械は何に使う んですか。
基本|きほん|basics|今、ジャズダンスの基本を習っています。<br><br>彼はサッカーの基本を知らない。
今度|こんど|this time, next time|今度はどこに行きたいですか。<br><br>今度の休暇にフィリピンに行きます。
最後|さいご|last|今日が夏休み最後の日だ。<br><br>あなたと会うのは今日が最後です。
最初|さいしょ|"""<font color=""""#34c759"""">first, outset</font><font color=""""#8e8e93""""> (start or beginning of something)</font>"""|5ページの最初を見てください。<br><br>彼女は最初は大人しかった。
準備|じゅんび|"""<span style=""""color: rgb(255, 0, 255);"""">preparation, arrangement</span>"""|明日の会議の準備をした。<br><br>先生が授業の準備をしています。
進む|すすむ|"""to advance, move forward <span style=""""color: rgb(142, 142, 147);"""">(no direct object)</span>"""|前に進んでください。<br><br>会議の準備は進んでいますか。
直接|ちょくせつ|"""<span style=""""color: rgb(255, 0, 255);"""">directly</span>"""|彼に直接お願いしなさい。<br><br>直接会って話したいです。
特に|とくに|"""<span style=""""color: rgb(30, 152, 161);"""">specially, particularly</span>"""|特に質問はありません。<br><br>私は特にドイツのビールが好きです。
届く|とどく|"""<span style=""""color: rgb(255, 85, 0);"""">to reach, be delivered, be received,</span>&nbsp;<span style=""""color: rgb(102, 102, 102);"""">arrive</span>&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(no direct object が)</span>"""|昨日、父から手紙が届いた。<br><br>さっき郵便が届きました。
なぜ|なぜ|"""why<span style=""""color: rgb(102, 102, 102);""""> (most polite)<br><br>naze &gt; doushite &gt; nande</span>"""|なぜ来なかったの？<br><br>なぜ昨日、学校を休んだんですか。
